"","X__1","artist.name","duration","key","latitude","location","longitude","mode","similar","tempo","terms","target_h","artist.hotness","artist_familiarity","bars_start","beats_start","end_of_fade_in","loudness","start_of_fade_out","tatums_start","time_signature","decade2"
"708",949,"Pablo Montero",163.29098,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARLYOFN122988EEECE",146.654,"ranchera",0,0.30991934,0.546310424,0.06326,0.06326,0.332,-9.627,159.19,0.06326,1,"Not Available"
"709",950,"Atomic Rooster",220.39465,4,37.1573567501336,"United Kingdom",-63.9333578685195,1,"ARWI0HO1187FB5311E",146.708,"hard rock",0,0.404566538,0.520757635,0.66238,0.25126,0.2,-11.696,210.152,0.04467,4,"2000"
"710",951,"Lincoln Center Jazz Orchestra",304.84853,5,37.1573567501336,"Not available",-63.9333578685195,0,"AREHPML11F4C83CED1",90.306,"hard bop",0.334706549,0.309813144,0.486974477,0.5976,0.5976,0.479,-5.508,296.025,0.29971,4,"Not Available"
"711",953,"Simple Minds",308.94975,7,37.1573567501336,"Glasgow, Scotland",-63.9333578685195,1,"ARUY6971187FB3AB45",139.402,"new wave",0.474054831,0.503362448,0.700679842,0.55166,0.55166,2.345,-14.178,289.21,0.55166,3,"1980"
"712",954,"J. B. Lenoir",190.64118,11,31.55379,"Monticello, MS",-90.10785,1,"ARE36MM1187B991E50",98.018,"chicago blues",0.427446572,0.355974359,0.520553746,0.96974,0.28679,0.223,-9.302,185.202,0.28679,3,"1950"
"713",956,"Rihanna",283.8722,11,13.11199,"St Michael, Barbados",-59.59895,0,"ARTDQRC1187FB4EFD4",128.092,"dance pop",0.77,0.908202619,0.917863906,0.4006,0.4006,3.506,-4.465,283.872,0.4006,4,"2000"
"714",958,"Dokken",210.88608,6,37.1573567501336,"Los Angeles, CA",-63.9333578685195,1,"ARSX0C11187FB46400",89.019,"heavy metal",0.460541281,0.458293186,0.769896415,1.80466,0.4644,2.194,-5.152,207.424,0.13377,4,"2000"
"715",959,"Ionics",140.38159,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARN0W4O1187FB46959",136.463,"turnablism",0.01,0.193287062,0.350540092,0.20839,0.20839,0.148,-9.811,132.151,0.20839,4,"Not Available"
"716",960,"Top Of The Poppers",184.29342,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARITWDG11F50C4FF66",121.238,"eurodance",0,0.177811011,0.351786572,0.19952,0.19952,0.401,-9.894,181.435,0.19952,1,"Not Available"
"717",961,"The Winans",263.20934,10,37.1573567501336,"Detroit, MI",-63.9333578685195,1,"ARSA3561187FB58C37",104.856,"ccm",0,0.344198188,0.482148325,0.92901,0.35003,0.183,-7.68,248.349,0.06548,4,"Not Available"
"718",962,"Paulette Tajah",201.92608,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARYSMGV1187B9984A9",150.024,"lovers rock",0.215080319,0.319182535,0.339444459,0.81693,0.0297,0.293,-9.917,194.223,0.0297,4,"Not Available"
"719",964,"Guns N' Roses",237.13914,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARE8GLF1187FB52532",156.65,"heavy metal",0.719747141,0.71366982,0.844085061,1.90268,1.90268,3.257,-8.591,229.767,1.90268,1,"1980"
"720",965,"Fat Joe",277.002,10,37.1573567501336,"Bronx, NY",-63.9333578685195,0,"ARLUNSX11F50C4FD4B",167.878,"gangster rap",0.345802234,0.572027854,0.822908534,0.76146,0.04323,0.345,-4.678,266.565,0.04323,4,"2000"
"721",966,"Skrape",198.81751,7,28.53823,"Orlando, Florida",-81.37739,0,"AR584781187FB3BAE8",133.912,"post-grunge",0.473346541,0.366592713,0.505846145,0.22251,0.22251,0.154,-9.296,187.484,0.22251,1,"2000"
"722",967,"Curt Bois",203.02322,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARYUMFX121318C5AD1",123.765,"pop rock",0.212045406,0.119887622,0.251104742,1.3265,0.29801,0.193,-18.354,197.584,0.29801,3,"Not Available"
"723",968,"CA(c)line Dion",224.20853,2,37.1573567501336,"Charlemagne, Quebec, Canada",-63.9333578685195,0,"ARUJZFJ1187B9B135F",77.977,"soft rock",0.443291312,0.663686476,0.737437395,1.46147,1.46147,0.822,-9.528,198.983,1.08383,3,"2000"
"724",969,"Pee Wee King",167.00036,7,43.04181,"Milwaukee, WI",-87.90684,1,"ARGJTO11187FB39AC0",151.049,"western swing",0,0.313667192,0.408071911,2.26142,1.85262,2.154,-20.826,159.277,1.85262,4,"Not Available"
"725",970,"FlA!vio JosA(c)",219.29751,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARFYRDH1187FB38404",164.815,"brazil",0,0.295470991,0.424278927,0.94248,0.21164,0.187,-5.695,209.583,0.21164,4,"Not Available"
"726",971,"Silverchair",312.13669,9,37.1573567501336,"Newcastle",-63.9333578685195,1,"ARXDFN01187B9AE80E",122.243,"post-grunge",0.615699367,0.536219993,0.767768809,2.52082,2.52082,2.368,-7.207,284.311,2.27713,4,"1990"
"727",972,"Metallica",472.45016,3,37.1573567501336,"Los Angeles, CA",-63.9333578685195,1,"ARKTKEI1241B9CAD54",111.504,"speed metal",0.42,0.78033412,0.852136187,0.65731,0.11876,3.32,-3.258,461.926,0.11876,4,"2000"
"728",973,"Rancid",163.29098,7,37.87869,"Bay Area, CA",-121.94345,1,"ARD2NDU1187B99B615",126.464,"ska punk",0.463489662,0.542054632,0.850728266,0.31717,0.31717,0.717,-5.084,159.655,0.08247,1,"Not Available"
"729",974,"Brian Auger's Oblivion Express",265.7171,5,37.1573567501336,"Not available",-63.9333578685195,0,"ARZZXT51187FB4627E",193.84,"jazz fusion",0,0.324672497,0.450779113,1.26827,0.32214,1.064,-10.284,254.491,0.16381,7,"Not Available"
"730",975,"Primordial",458.9971,2,53.34376,"Dublin, Ireland",-6.24953,1,"ARWJAQ81187FB46F73",129.626,"folk metal",0.4,0.4181931,0.751040126,1.44662,0.50188,0.131,-14.04,442.816,0.18358,4,"2000"
"731",976,"Chelsea",145.55383,7,37.1573567501336,"England",-63.9333578685195,1,"ART9M7Z1187B9A03EF",159.552,"pop rock",0.531722098,0.352868134,0.555730918,0.20387,0.20387,0.316,-9.727,145.554,0.20387,4,"1990"
"732",977,"Sizzla",274.15465,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARMPQIE1187FB3D4EB",168.013,"dancehall",0.48456253,0.457981674,0.732571745,0.69897,0.34463,0.107,-6.016,264.22,0.16746,4,"1990"
"733",978,"Bersuit Vergarabat",208.56118,5,-34.60852,"Buenos Aires",-58.37354,1,"ARV4TAT1187FB3BDE8",121.91,"cumbia",0.304169503,0.439836359,0.615504103,0.78068,0.28356,6.478,-7.877,208.561,0.035,4,"1990"
"734",979,"Casiotone For The Painfully Alone",108.40771,0,37.1573567501336,"Not available",-63.9333578685195,1,"AREX9GE1187FB41987",131.078,"trip hop",0.637783286,0.394217199,0.665322162,1.93007,1.00633,3.268,-6.695,102.806,0.77825,4,"1990"
"735",980,"Rainer Bielfeldt",239.01995,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARJXS9I1187B9B169B",149.259,"chanson",0,0.296368029873807,0.407448072,0.72037,0.31938,0.073,-8.25,224.241,0.11889,4,"Not Available"
"736",981,"Ann Hampton Callaway",312.65914,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARJY2XG1187FB3D6E6",103.077,"vocal jazz",0.532453875,0.379761784,0.506773969,0.71777,0.12765,0.183,-20.302,300.472,0.12765,3,"Not Available"
"737",982,"Mando Diao",144.03873,7,37.1573567501336,"BorlA$?nge",-63.9333578685195,1,"AR5I5FN1187B9AF858",152.041,"blues-rock",0.616433818,0.486825414,0.807779928,0.21618,0.21618,0.206,-3.942,133.863,0.21618,4,"2000"
"738",983,"Donnie McClurkin",198.5824,9,37.1573567501336,"Not available",-63.9333578685195,1,"AR2O3B51187B98CD94",143.986,"urban",0.457447167,0.487202995,0.606011003,0.37299,0.37299,0.328,-6.129,191.803,0.37299,4,"Not Available"
"739",984,"NewFound Road",176.56118,7,40.19033,"Ohio",-82.66947,1,"ARNH4RD1187B9B02DC",223.34,"bluegrass",0.253834736,0.383700579,0.518501273,0.396,0.12721,0.107,-5.864,167.172,0.12721,4,"2000"
"740",985,"Vilma Palma e Vampiros",210.05016,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARV4TAT1187FB3BDE8",127.803,"cumbia",0.37,0.378106965,0.58811765,1.57165,0.62287,0.554,-6.107,194.833,0.62287,4,"1990"
"741",986,"Ray Conniff",191.63383,0,41.94508,"Attleboro, MA",-71.28109,1,"AR5I9M11187B9BA574",65.852,"instrumental pop",0,0.376514231,0.555765,1.7104,0.79485,0.247,-14.286,185.69,0.33785,4,"Not Available"
"742",987,"Nelson Ned",177.6322,9,37.1573567501336,"UbA!, Minas Gerais",-63.9333578685195,1,"ARDAXCG1187B9942B1",85.7,"latin jazz",0.247317099,0.32188269,0.498663649,0.26498,0.26498,0.328,-12.026,168.629,0.26498,3,"Not Available"
"743",988,"Madilu System",451.44771,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARCQ3LZ1187FB49B42",130.126,"congo",0.349166902,0.294607893,0.421209147,0.99224,0.0608,0.235,-3.871,440.668,0.0608,5,"Not Available"
"744",989,"Set Your Goals",204.40771,3,37.1573567501336,"San Francisco, CA",-63.9333578685195,1,"ARF4I701187FB3AEFF",194.532,"pop punk",0.71839133,0.549749652,0.823910087,1.32387,1.32387,2.148,-2.192,192.789,1.32387,3,"2000"
"745",990,"The High Strung",153.73016,9,42.33168,"Detroit, MI",-83.04792,1,"ARD8N0G1187B9B7B8B",95.11,"post-grunge",0.379523324,0.396800219,0.59994467,1.24797,0.60813,0.091,-2.679,140.73,0.12825,4,"2000"
"746",991,"Lost Boyz",243.53914,9,37.1573567501336,"South Jamaica, Queens",-63.9333578685195,1,"ARE352A1187FB40607",93.174,"gangster rap",0.408110884,0.412240601,0.569741152,1.85403,0.60531,0.259,-9.725,235.915,0.29035,4,"1990"
"747",992,"Nic Endo",388.0224,3,31.1689,"Texas",-100.07715,1,"AR0UPV91187B9B63CE",88.4,"future jazz",0.299877488,0.431159805,0.56707373,1.53474,0.84811,2.125,-2.928,383.942,0.38465,5,"1990"
"748",994,"Kim Wilson",286.51057,9,42.33168,"Detroit, MI",-83.04792,1,"AR1VB2W1187B9901C5",119.644,"harmonica blues",0.266955186,0.328997859,0.459810163,1.12003,0.1153,0.432,-8.096,281.054,0.1153,4,"2000"
"749",996,"Suicidal Tendencies",125.90975,11,34.05349,"Venice, CA",-118.24532,0,"ARNFTGS1187B9A465F",186.159,"hardcore punk",0.578658188,0.526182556,0.736677413,0.18275,0.18275,0.302,-9.96,120.796,0.18275,4,"1980"
"750",997,"Bobby Vee",256.28689,10,46.87591,"Fargo, ND",-96.78176,1,"ARUE3AK1187B9AC923",132.109,"brill building pop",0,0.395247623,0.623130437,0.91662,0.46692,0.177,-10.872,243.937,0.23925,4,"Not Available"
"751",998,"Bill & Gloria Gaither",181.15873,6,37.1573567501336,"Not available",-63.9333578685195,0,"AREAEX91187B98DC01",139.23,"ccm",0.270775999,0.319626776,0.493926145,0.69506,0.25841,0.12,-13.991,173.912,0.25841,4,"Not Available"
"752",1001,"Elephant Man",128.80934,9,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,0,"ARKBYFV1187B9B07FD",125.618,"dancehall",0.239629098,0.459189195,0.747815369,0.9906,0.53882,0.403,-7.286,126.595,0.30847,4,"Not Available"
"753",1002,"Alain Souchon",217.02485,11,37.1573567501336,"Casablanca, Morocco",-63.9333578685195,0,"ARW63KF1187B98AC48",89.168,"chanson",0.212045406,0.373011673,0.638472268,1.17018,0.51938,0.323,-13.578,217.025,0.29606,4,"Not Available"
"754",1003,"Pepper",204.5122,9,37.1573567501336,"Kona, HI",-63.9333578685195,0,"AR5BX3Y1187FB39E93",220.104,"reggae",0.540786009,0.471493227,0.765141418,0.19108,0.19108,0.287,-5.286,202.176,0.19108,3,"2000"
"755",1004,"Peggy Zina",217.33832,8,37.1573567501336,"Not available",-63.9333578685195,1,"AR1MIFY1187FB4F861",131.991,"modern laika",0.03,0.304184256,0.324677431,1.0889,0.18449,0.363,-8.301,208.277,0.18449,4,"Not Available"
"756",1005,"FIR",206.57587,11,37.1573567501336,"Not available",-63.9333578685195,0,"AR731N21187FB44A38",122.041,"0",0,0.384202939,0.539401205,0.09522,0.09522,0.374,-14.44,191.199,0.09522,3,"Not Available"
"757",1006,"Eric Champion",327.49669,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARCQGTE1187B98F814",122.421,"ccm",0.03,0.334002498,0.44110768,1.896,1.43353,2.473,-10.42,305.331,1.19982,4,"1990"
"758",1007,"Zeltinger Band",222.24934,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARXZUJB1187B9AEADA",140.264,"german pop",0,0.285942679,0.37201088,0.70716,0.28415,0.241,-7.768,206.594,0.06941,4,"Not Available"
"759",1008,"Bebe Winans",278.22975,1,37.1573567501336,"Detroit, MI",-63.9333578685195,1,"AR2O3B51187B98CD94",161.405,"ccm",0.304169503,0.48818139,0.600195393,0.22427,0.22427,0.346,-10.486,265.282,0.22427,4,"2000"
"760",1009,"Penguin CafA(c) Orchestra",270.78485,2,37.1573567501336,"Not available",-63.9333578685195,1,"AR1104Y1187FB43EE8",128.298,"chamber jazz",0.270775999,0.406508249,0.635087811,5.23939,5.23939,8.789,-9.057,270.785,5.23939,1,"2000"
"761",1010,"Colombiafrica - The Mystic Orchestra",318.79791,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARNLOX91187B990BFC",186.121,"soukous",0.199682753,0.201307558,0.494643265,0.69897,0.05235,0.183,-7.998,303.642,0.05235,5,"2000"
"762",1011,"Red Hot Chili Peppers",265.63873,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARCE0H01187B9AF741",116.282,"rap rock",0.706430072,0.576903816,0.833967972,0.99277,0.47844,0.17,-10.557,260.139,0.09237,4,"1990"
"763",1012,"The Kitchen",213.10649,0,49.38426,"CANADA - Ontario",-84.75627,1,"ARQO1WZ1187FB55FCD",142.911,"broken beat",0,0.339878963966294,0.475259332,1.14255,0.2993,0.328,-6.025,207.424,0.2993,4,"Not Available"
"764",1013,"Statues",155.6371,1,46.49,"Sudbury, Ontario - Canada",-80.99001,0,"ARLCELM1187FB4BEF3",173.357,"power pop",0,0.335677609,0.528527959,0.91943,0.22534,0.357,-6.618,148.706,0.05182,4,"Not Available"
"765",1014,"Jonny Lang",208.32608,2,37.1573567501336,"Fargo, ND",-63.9333578685195,1,"AR5OH1V1187FB574C3",136.932,"blues-rock",0.603030145,0.486783025,0.698969925,0.67113,0.22922,0.198,-6.067,197.671,0.22922,4,"2000"
"766",1015,"Cam'Ron / JR Writer",208.92689,9,40.8079,"Harlem, NY",-73.9454,1,"ARZXTEY1187B9997A7",115.139,"hip hop",0.505487343,0.515325301,0.858270678,0.64292,0.64292,0.217,-6.61,203.697,0.33152,5,"2000"
"767",1016,"Novembre",295.23546,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARXKXQ31187FB510DF",124.078,"doom metal",0.09,0.413070411,0.649602604,0.35412,0.35412,0.218,-6.163,274.187,0.1137,3,"2000"
"768",1017,"X-Raided",242.59873,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARTWSZX1187B9AEA22",161.976,"gangster rap",0,0.43870167,0.624573379,2.73192,1.99468,5.346,-6.83,229.611,1.99468,4,"Not Available"
"769",1018,"Cornell Campbell",215.01342,1,18.11526,"Jamaica",-77.27348,1,"ARIRD6J1187FB5A98C",140.048,"roots reggae",0.01,0.383229026,0.587023739,1.25063,0.41327,0.165,-15.076,202.391,0.20687,4,"Not Available"
"770",1019,"Donna The Buffalo",281.93914,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARWTFGY1187B992CBA",151.493,"zydeco",0.460484845,0.374530029,0.575532412,0.65035,0.25905,0.189,-6.199,279.133,0.25905,4,"1990"
"771",1020,"Tesla",228.98893,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARO353H1187B9A43E9",88.127,"hard rock",0.13,0.51346329,0.707199764,1.07313,0.46545,0.096,-3.257,228.989,0.20009,4,"2000"
"772",1021,"AI-TIEM",200.48934,2,37.1573567501336,"Not available",-63.9333578685195,1,"ART2S3N1187FB380B0",172.02,"jungle music",0.02,0.0768470661893607,0.065327328,1.46022,0.76161,4.383,-10.62,196.627,0.76161,4,"1990"
"773",1022,"Little Feat",228.98893,0,34.05349,"Los Angeles, CA",-118.24532,1,"ARWBYRS1187FB3DE02",97.342,"blues-rock",0.270775999,0.479187492,0.674913858,0.16726,0.16726,0.212,-9.978,212.172,0.16726,4,"2000"
"774",1024,"Alberto Cortez",252.78649,3,37.1573567501336,"Not available",-63.9333578685195,1,"ARE401M1187B99DCDB",91.008,"chanson",0.334706549,0.328413738,0.506778928,3.12235,0.37836,0.177,-5.896,245.923,0.37836,5,"1980"
"775",1025,"Conjunto Mar Azul",309.96853,5,37.1573567501336,"Mexico",-63.9333578685195,1,"ARRZNBD122C867517B",93.961,"charanga",0.3,0.0349299411713877,0.177081026960796,1.12967,0.52117,0.137,-5.129,307.351,0.10422,3,"Not Available"
"776",1026,"Death From Above 1979",195.29098,7,-13.442,"BA",-41.9952,1,"ARKT6J61187FB4D324",150.155,"indie rock",0.718485475,0.467071006,0.738594499,0.63445,0.23466,0.177,-7.163,191.872,0.23466,4,"2000"
"777",1027,"Foo Fighters",253.67465,2,37.1573567501336,"Seattle, WA",-63.9333578685195,1,"ARE8GLF1187FB52532",150.83,"grunge",0.49271364,0.550762085,0.839275393,0.61008,0.21265,0.158,-7.442,241.795,0.21265,3,"2000"
"778",1029,"Mal De Ojo",238.10567,4,37.1573567501336,"Not available",-63.9333578685195,1,"AR8AJ1N1187FB4C0C5",140.951,"grindcore",0,0.292160388341329,0.400890514,0.06513,0.06513,0.148,-6.206,229.042,0.06513,3,"Not Available"
"779",1030,"Edmundo Ros",170.37016,7,6.47279,"Venezuela",-66.58904,0,"AR92ZF01187FB5BC98",121.596,"samba",0.28,0.323634923,0.448026305,0.92224,0.41139,1.054,-9.905,170.37,0.15596,4,"Not Available"
"780",1031,"The Antlers",277.99465,7,40.71455,"Brooklyn, NY",-74.00712,1,"ARFHFL91187FB52EC9",80.023,"chamber pop",0.603024582,0.466946703,0.726299713,1.82334,0.47561,15.488,-8.878,245.133,0.18337,4,"2000"
"781",1032,"Lionel Rogg",137.32526,0,46.20835,"Geneva, Switzerland",6.1427,1,"ARANA961187B9BA07B",77.754,"early music",0.255832713,0.29127103,0.320855383,0.81656,0.81656,0.439,-10.997,132.586,0.29633,3,"Not Available"
"782",1033,"Jimmy Riley",229.14567,8,37.1573567501336,"Not available",-63.9333578685195,1,"AR91WRO1187B98F2D9",160.04,"roots reggae",0,0.299705214,0.477724733,1.97418,1.59455,1.564,-13.633,218.912,1.59455,4,"Not Available"
"783",1034,"Elliot Goldenthal",92.86485,2,40.71455,"New York, NY",-74.00712,1,"AR2EM731187B991455",79.35,"instrumental rock",0.323112121,0.392994623,0.599133769,10.23759,0.43557,0.119,-23.519,92.865,0.22553,7,"2000"
"784",1035,"John Brown",24.47628,11,35.21962,"North Carolina",-80.01955,1,"AROWXZ41187B991EA4",77.692,"hard trance",0,0.387181942,0.641525136,0.58591,0.58591,0.189,-13.816,24.476,0.04635,1,"Not Available"
"785",1037,"Jason Mraz",263.00036,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARFONB81187B994D01",62.894,"alternative rock",0.610764004,0.793412623,0.842972108,0.58415,0.58415,2.589,-13.163,254.984,0.07692,1,"Not Available"
"786",1039,"James Scott Skinner",184.52853,10,57.15382,"Aberdeen, Scotland",-2.10679,1,"ARB2UKA1187FB558B4",133.953,"hard house",0,0.1937282223107,0.247485184,0.05021,0.05021,0.671,-18.935,178.318,0.05021,1,"Not Available"
"787",1042,"Sugar Minott",211.06893,11,18.01571,"Kingston, Jamaica",-76.79731,1,"ARX5XTP1187FB3D8CC",121.284,"roots reggae",0,0.386289651,0.606975737,0.50791,0.50791,0.242,-11.706,198.026,0.27609,1,"Not Available"
"788",1043,"Ini Kamoze",234.84036,6,37.1573567501336,"Not available",-63.9333578685195,0,"AR2JOYQ1187FB3CD29",95.021,"dancehall",0,0.507962145,0.621825362,0.1604,0.1604,0.185,-13.762,223.115,0.1604,4,"Not Available"
"789",1044,"Mudhoney",217.5473,4,47.60356,"Seattle, WA",-122.32944,1,"AR4SBWX1187FB4D6BE",158.517,"grunge",0.536032112,0.476389109,0.672680593,0.82195,0.06378,0.213,-7.996,211.145,0.06378,4,"1990"
"790",1045,"Out Of The Grey",252.62975,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARUQ00Q1187B9B3290",153.642,"ccm",0,0.333858125,0.431030787,0.64122,0.24848,0.234,-10.239,227.091,0.24848,4,"Not Available"
"791",1046,"Dino",406.38649,10,34.15917,"Encino, CA",-118.50119,0,"ARCJMMQ1187B98D1FD",103.807,"ccm",0.313562114,0.409818412,0.642358176,1.14186,0.5604,2.705,-1.723,406.386,0.2791,4,"Not Available"
"792",1047,"OV7",239.67302,11,37.1573567501336,"Not available",-63.9333578685195,1,"ARKAIBT1241B9CB7F1",99.995,"ballad",0.392008772,0.431448035,0.577232155,1.14395,0.5467,0.345,-3.593,233.146,0.09882,4,"2000"
"793",1048,"Borialis",294.68689,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR7NMRP1187B99879F",151.805,"rap rock",0.552807662,0.421415103,0.454043995,0.76574,0.37188,0.345,-5.4,277.734,0.37188,4,"Not Available"
"794",1049,"Open Hand",136.98567,6,42.31256,"Mass. - Boston",-71.08868,0,"ARN8YG41187B99A480",154.211,"post-grunge",0.618904418,0.377828215,0.614887588,0.61935,0.2307,0.241,-5.654,130.525,0.03638,3,"2000"
"795",1052,"Juice Leskinen",158.45832,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARJEY4N1187FB56FDF",180.8,"german pop",0.529214472,0.429149837,0.5534682,0.5334,0.19305,0.282,-11.567,154.662,0.19305,4,"1990"
"796",1053,"Pumpkin Buzzard",193.20118,2,38.2589,"Missouri",-92.43659,1,"ARL9IFY1187FB501FD",68.936,"happy hardcore",0,0.240098406,0.391108885,0.14625,0.14625,0.34,-5.111,186.172,0.14625,1,"Not Available"
"797",1054,"Rishi Rich",201.92608,4,37.1573567501336,"Not available",-63.9333578685195,0,"AR4UTYN1187B9B8912",107.011,"bhangra",0.217726202,0.33137317,0.492669503,1.36304,0.23536,0.195,-4.736,196.917,0.23536,4,"2000"
"798",1055,"Kanye West",271.25506,7,37.1573567501336,"Atlanta, GA",-63.9333578685195,1,"ARM6HLK1187FB427F0",166.037,"hip hop",0.66,1.082502557,0.877213746,0.39243,0.39243,0.363,-5.227,259.692,0.21196,4,"2000"
"799",1057,"Los Hispanos",242.28526,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARLWCWE11F4C8419E5",88.343,"cumbia",0,0.30283976,0.412410303,0.40537,0.40537,0.189,-12.384,224.299,0.06373,4,"Not Available"
"800",1059,"Paul Brown",243.90485,7,37.1573567501336,"Los Angeles, CA",-63.9333578685195,0,"ARC0NOU1187B9AA91D",122.623,"smooth jazz",0.649989756,0.397493835,0.510075541,1.39147,0.41197,0.38,-9.433,227.927,0.0852,3,"2000"
"801",1060,"Lloyd Banks",250.74893,1,37.1573567501336,"Not available",-63.9333578685195,1,"AR23C041187FB4D534",85.366,"gangster rap",0.579416472,0.601187378,0.725843499,1.04209,0.33444,0.299,-2.844,241.075,0.33444,4,"2000"
"802",1061,"Marvin Sapp",263.65342,8,42.99671,"Grand Rapids, MI",-85.59012,1,"AR6AJHY1187B996626",100.081,"gospel",0.250042768,0.459665457,0.733714697,1.65622,0.45134,0.351,-6.677,256.244,0.15277,4,"Not Available"
"803",1062,"Sister Hazel",303.98649,7,37.1573567501336,"Gainesville, FL",-63.9333578685195,1,"AR94SFV1187FB4DA2C",127.707,"post-grunge",0.531983193,0.509878708,0.731065756,0.92903,0.45817,0.455,-8.311,297.964,0.22274,4,"1990"
"804",1063,"Mighty Diamonds",224.54812,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARDG1CH1187FB59AF2",146.02,"roots reggae",0.233806829,0.414609585,0.536336186,0.76828,0.35124,0.328,-8.815,215.179,0.14478,4,"Not Available"
